First Name,Last Name,Job Title,Company,Email,Phone,LinkedIn,Address,City,Postal Code,Department,Region,Website,Type,Groupe,SIREN,Primes 2024 (EUR),Resultat net (EUR),Produits structures,Notes
,,,IRP AUTO PREVOYANCE-SANTE,,,,39 AVENUE D IÉNA,PARIS CEDEX 16,75783,Paris,Ile-de-France,,institution_prevoyance,,331980284,,,unknown,Sources: acpr_xlsx_2026.
,,,SOCIETE ANONYME DE DEFENSE ET D ASSURANCES,,,,4 RUE SCATISSE,NIMES CEDEX 9,30934,Gard,Occitanie,,assurance_non_vie,,580201127,,,unknown,Sources: acpr_xlsx_2026.
,,,MAPA-MAB VIE,,,,1 RUE ANATOLE CONTRE,SAINT JEAN D ANGELY,17400,Charente-Maritime,Nouvelle-Aquitaine,,assurance_vie,,852204171,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DU VAL DE SEVRE,,,,6 RUE DU PUY PELE  BP 7,TIFFAUGES,85130,Vendee,Pays de la Loire,,mutuelle,,352502546,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE FAMILIALE DES CHEMINOTS DE FRANCE,,,,4 A 22 RUE MARIE GEORGES PICQUART,PARIS,75017,Paris,Ile-de-France,,mutuelle,,784394413,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DES PROFESSIONS JUDICIAIRES,,,,35 BOULEVARD BRUNE,PARIS,75014,Paris,Ile-de-France,,mutuelle,,302981923,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE INTERENTREPRISES ERAM,,,,BP 10,MONTREVAULT-SUR-ÈVRE,49110,Maine-et-Loire,Pays de la Loire,,mutuelle,,351963616,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE REGIONALE D ASSURANCES MUTUELLES AGRICOLES DOC,,,,14 RUE VIDAILHAN,BALMA,31130,Haute-Garonne,Occitanie,,assurance_non_vie,,391851557,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DU PERSONNEL SALARIE OU RETRAITE DE COOP ATLANTIQUE,,,,3  RUE  DU DOCTEUR JEAN,SAINTES,17100,Charente-Maritime,Nouvelle-Aquitaine,,mutuelle,,444281182,,,unknown,Sources: acpr_xlsx_2026.
,,,ASSURANCE CONSEIL DEFENSE ET  RECOURS,,,,53 AVENUE DE VERDUN,VALENCIENNES,59300,Nord,Hauts-de-France,,assurance_non_vie,,318084902,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE LE TELEGRAMME,,,,11 RUE ANATOLE LE BRAZ,MORLAIX,29600,Finistere,Bretagne,,mutuelle,,323599696,,,unknown,Sources: acpr_xlsx_2026.
,,,COREIS,,,,32 RUE DE LA PRÉFECTURE,DIJON,21000,Cote-d'Or,Bourgogne-Franche-Comte,,assurance_non_vie,,348455775,,,unknown,Sources: acpr_xlsx_2026.
,,,SCOR SE,,,,5 AVENUE KLEBER,PARIS CEDEX 16,75795,Paris,Ile-de-France,,reassurance,,562033357,,,unknown,Sources: acpr_xlsx_2026.
,,,VEOLIA ENVIRONNEMENT SERVICES-RE,,,,21 RUE DE LA BOETIE,PARIS,75008,Paris,Ile-de-France,,reassurance,,434007274,,,unknown,Sources: acpr_xlsx_2026.
,,,GMF ASSURANCES,,,,148 RUE ANATOLE FRANCE,LEVALLOIS PERRET,92300,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,,398972901,,,unknown,Sources: acpr_xlsx_2026.
,,,IRP AUTO MPA,,,,39 AVENUE  D IENA,PARIS CEDEX 16,75202,Paris,Ile-de-France,,mutuelle,,784647299,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE D ASSURANCE DE LA VILLE DE THANN,,,,78 FAUBOURG DES VOSGES,THANN,68800,Haut-Rhin,Grand Est,,assurance_non_vie,,778980508,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE AUTONOME GENERALE EDUCATION,,,,43 RUE JABOULAY,LYON CEDEX 07,69349,Rhone,Auvergne-Rhone-Alpes,,mutuelle,,343030037,,,unknown,Sources: acpr_xlsx_2026.
,,,SEYNA,,,,20 BIS RUE LOUIS PHILIPPE,NEUILLY SUR SEINE,92200,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,,843974635,,,unknown,Sources: acpr_xlsx_2026.
,,,GENERALI IARD,,,,89 RUE TAITBOUT,PARIS,75009,Paris,Ile-de-France,,assurance_non_vie,Generali,552062663,21220539520112,120000000,no,Sources: acpr_xlsx_2026. Aucun mot-cle structures detecte dans le SFCR
,,,CAPREVAL,,,,21 RUE LAFFITTE,PARIS,75009,Paris,Ile-de-France,,institution_prevoyance,,784669939,,,unknown,Sources: acpr_xlsx_2026.
,,,ABEILLE RETRAITE PROFESSIONNELLE,,,,70 AVENUE DE L EUROPE,BOIS COLOMBES,92270,Hauts-de-Seine,Ile-de-France,,assurance_vie,,833105067,,,unknown,Sources: acpr_xlsx_2026.
,,,AUDIENS SANTE-PREVOYANCE,,,,74 RUE JEAN BLEUZEN,VANVES CEDEX,92177,Hauts-de-Seine,Ile-de-France,,institution_prevoyance,,384268413,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE FRATERNELLE D EPARGNE,,,,150 RUE D ATHENES  CS 30022,EURALILLE,59777,Nord,Hauts-de-France,,assurance_vie,,335306445,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DE FRANCE SAMIR,,,,7 RUE PASTEUR,VALENCE,26000,Drome,Auvergne-Rhone-Alpes,,mutuelle,,779445436,,,unknown,Sources: acpr_xlsx_2026.
,,,PREPAR VIE,,,,IMMEUBLE VILLAGE 1 - QUARTIER VALMY CS 90241 33 PLACE RONDE,PUTEAUX,92800,Hauts-de-Seine,Ile-de-France,,assurance_vie,,323087379,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE SANTE,,,,3 PARC TERTIAIRE DE VALGORA -  CENTRE HERMES        BP60539,LAVALETTE DU VAR,83160,Var,Provence-Alpes-Cote d'Azur,,mutuelle,,783169238,,,unknown,Sources: acpr_xlsx_2026.
,,,ICARE ASSURANCE,,,,93 RUE NATIONALE,BOULOGNE BILLANCOURT,92100,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,,327061339,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE ACTIVE DES ORGANISMES SOCIAUX ET DIVERS,,,,3 AVENUE JULES CANTINI,MARSEILLE,13006,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,mutuelle,,782885826,,,unknown,Sources: acpr_xlsx_2026.
,,,AUXIA ASSISTANCE,,,,21 RUE LAFFITTE,PARIS,75009,Paris,Ile-de-France,,assurance_non_vie,,351733761,,,unknown,Sources: acpr_xlsx_2026.
,,,AREAS VIE,,,,47 RUE DE MIROMESNIL,PARIS,75008,Paris,Ile-de-France,,assurance_vie,,353408644,,,unknown,Sources: acpr_xlsx_2026.
,,,UNITE FRATERNELLE DES REGIONS,,,,CITE LACROIX,LE ROBERT (MARTINIQUE),97231,Martinique,Martinique,,mutuelle,,324593979,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE D ASSURANCES MUTUELLES DU CREDIT AGRICOLE,,,,53 RUE LA BOÉTIE  BP 336 08,PARIS CEDEX 08,75365,Paris,Ile-de-France,,assurance_non_vie,,784338527,,,unknown,Sources: acpr_xlsx_2026.
,,,SURAVENIR,,,,232 RUE GÉNÉRAL PAULET  BP 103,BREST CEDEX 9,29802,Finistere,Bretagne,,assurance_mixte,,330033127,,,yes,Sources: acpr_xlsx_2026. Suravenir (Credit Mutuel Arkea) - actif sur structures pour ses contrats UC.
,,,MILTIS,,,,25 COURS ALBERT THOMAS,LYON,69003,Rhone,Auvergne-Rhone-Alpes,,mutuelle,,417934817,,,unknown,Sources: acpr_xlsx_2026.
,,,GMF VIE,,,,6 ESPLANADE NELSON MANDELA,ERMONT,95120,Val-d'Oise,Ile-de-France,,assurance_vie,,315814806,,,yes,Sources: acpr_xlsx_2026. GMF Vie (Covea) - allocation moderee.
,,,"MUTUELLE GENERALE DE L ECONOMIE, DES FINANCES ET DE L INDUSTRIE",,,,6 RUE BOUCHARDON -   CS 50070,PARIS CEDEX 10,75481,Paris,Ile-de-France,,mutuelle,,499982098,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DU PERSONNEL DU GROUPE SOCIETE GENERALE,,,,29 BOULEVARD HAUSSMANN,PARIS,75009,Paris,Ile-de-France,,mutuelle,,784410805,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE D'ASSURANCE CARCEPT PREV,,,,4  RUE GEORGES PICQUART,PARIS,75017,Paris,Ile-de-France,,assurance_mixte,,784394439,,,unknown,Sources: acpr_xlsx_2026.
,,,GENERALI VIE,,,,89 RUE TAITBOUT,PARIS,75009,Paris,Ile-de-France,,assurance_mixte,Generali,602062481,,,yes,Sources: acpr_xlsx_2026. Generali Vie - acheteur recurrent EMTN et structures.
,,,LA FRONTALIERE,,,,15  TARTRE MARIN  BP 43121,MORTEAU,25503,Doubs,Bourgogne-Franche-Comte,,mutuelle,,421110305,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE EPARGNE RETRAITE,,,,17 RUE DE LA VICTOIRE,LYON,69003,Rhone,Auvergne-Rhone-Alpes,,mutuelle,,431988021,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DU MINISTERE DE LA JUSTICE,,,,53 RUE DE RIVOLI,PARIS,75001,Paris,Ile-de-France,,mutuelle,,775657521,,,unknown,Sources: acpr_xlsx_2026.
,,,SWISSLIFE ASSURANCES DE BIENS,,,,1 rue Bellini,PUTEAUX,92800,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,,391277878,,,unknown,Sources: acpr_xlsx_2026.
,,,OCIRP,,,,17 RUE DE MARIGNAN  CS 50003,PARIS,75008,Paris,Ile-de-France,,assurance_mixte,,788334720,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DU PERSONNEL DES ORGANISMES SOCIAUX ET SIMILAIRES DE LA REGION MIDI PYRENEES,,,,174 AVENUE DES MINIMES,TOULOUSE,31200,Haute-Garonne,Occitanie,,mutuelle,,776950602,,,unknown,Sources: acpr_xlsx_2026.
,,,INSTITUTION DE PREVOYANCE DU BATIMENT ET DES TRAVAUX PUBLICS,,,,7 RUE DU REGARD,PARIS CEDEX 06,75294,Paris,Ile-de-France,,institution_prevoyance,,784621468,,,unknown,Sources: acpr_xlsx_2026.
,,,MAAF ASSURANCES,,,,CHABAN,CHAURAY,79180,Deux-Sevres,Nouvelle-Aquitaine,,assurance_non_vie,Covea,781423280,24200000,17800000,no,Sources: acpr_xlsx_2026. Aucun mot-cle structures detecte dans le SFCR
,,,CAISSE MUTUELLE DE PREVOYANCE DU PERSONNEL DES COLLECTIVITES TERRITORIALES DE LA HAUTE SAVOIE,,,,55 RUE DU VAL VERT  MAISON DE LA FONCTION PUBLIQUE TERRITORIALE DE LA HAUTE-SAVOIE,SEYNOD,74600,Haute-Savoie,Auvergne-Rhone-Alpes,,mutuelle,,776525610,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DE FRANCE ALPES DU SUD,,,,16 AVENUE DES ARCADES  BP 2,SISTERON CEDEX,04201,Alpes-de-Haute-Provence,Provence-Alpes-Cote d'Azur,,mutuelle,,782416127,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUALIA GRAND OUEST,,,,4 RUE ANITA CONTI   PARC D ACTIVITE DE LAROISEAU CS 82320,VANNES CEDEX,56008,Morbihan,Bretagne,,mutuelle,,401285309,,,unknown,Sources: acpr_xlsx_2026.
,,,LA MUTUELLE PHOCEENNE ASSURANCE,,,,313 TERRASSES DE L ARCHE,NANTERRE CEDEX,92727,Hauts-de-Seine,Ile-de-France,,assurance_vie,,302996160,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTAMI,,,,70 BOULEVARD MATABIAU  BP 7051,TOULOUSE CEDEX 7,31069,Haute-Garonne,Occitanie,,mutuelle,,776950677,,,unknown,Sources: acpr_xlsx_2026.
,,,RADIANCE MUTUELLE,,,,95 RUE VENDOME,LYON CEDEX 06,69453,Rhone,Auvergne-Rhone-Alpes,,mutuelle,,483747333,,,unknown,Sources: acpr_xlsx_2026.
,,,MAPA - MUTUELLE D ASSURANCE,,,,1 RUE ANATOLE CONTRÉ  BP 60037,SAINT JEAN D ANGELY CEDEX,17411,Charente-Maritime,Nouvelle-Aquitaine,,assurance_non_vie,,775565088,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE REGIONALE D ASSURANCES MUTUELLES AGRICOLES ANTILLES GUYANE,,,,10 LOTISSEMENT  BARDINET DILLON  BP 559,FORT DE FRANCE (MARTINIQUE) CEDEX,97242,Martinique,Martinique,,assurance_non_vie,,313537359,,,unknown,Sources: acpr_xlsx_2026.
,,,INTER MUTUELLES ENTREPRISES,,,,66 RUE DE SOTTEVILLE,ROUEN,76100,Seine-Maritime,Normandie,,assurance_non_vie,,493147011,,,unknown,Sources: acpr_xlsx_2026.
,,,ASSOCIATION GENERALE DES MUTUELLES,,,,35 BOULEVARD  BRUNE,PARIS,75014,Paris,Ile-de-France,,reassurance,,391292901,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DU BATIMENT ET DES TRAVAUX PUBLICS DU SUD-EST ET DES REGIONS DE FRANCE,,,,55 AVENUE GALLINE CS 91117,VILLEURBANNE CEDEX,69608,Rhone,Auvergne-Rhone-Alpes,,mutuelle,,390917953,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE REGIONALE D ASSURANCES MUTUELLES AGRICOLES PARIS VAL-DE-LOIRE,,,,1 BIS AVENUE DU DOCTEUR TENINE,ANTONY,92160,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,,382285260,,,unknown,Sources: acpr_xlsx_2026.
,,,SOLIDARITE MUTUALISTE DE L ASSOCIATION DES TRAVAILLEURS INDEPENDANTS ET SALARIES DE FRANCE,,,,6 RUE DU PIAVE  CS 90000,ANGOULEME CEDEX 9,16920,Charente,Nouvelle-Aquitaine,,mutuelle,,781166293,,,unknown,Sources: acpr_xlsx_2026.
,,,ESPACE MUTUALISTE GIVORDIN,,,,1 RUE ROBESPIERRE,GIVORS,69700,Rhone,Auvergne-Rhone-Alpes,,mutuelle,,302655766,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DES AUTEURS ET COMPOSITEURS DRAMATIQUES,,,,9 RUE BALLU,PARIS CEDEX 09,75442,Paris,Ile-de-France,,mutuelle,,784117525,,,unknown,Sources: acpr_xlsx_2026.
,,,SELENCIA,,,,7 ALLEE DE L'ARCHE,COURBEVOIE,92400,Hauts-de-Seine,Ile-de-France,,assurance_vie,,352191167,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE REGIONALE D ASSURANCES MUTUELLES AGRICOLES DE L OCEAN INDIEN,,,,7 RUE ANDRE LARDY  BP 103,SAINTE MARIE (REUNION),97438,La Reunion,La Reunion,,assurance_non_vie,,314635319,,,unknown,Sources: acpr_xlsx_2026.
,,,KERIALIS PREVOYANCE,,,,80 RUE SAINT LAZARE,PARIS CEDEX 09,75455,Paris,Ile-de-France,,institution_prevoyance,,784411175,,,unknown,Sources: acpr_xlsx_2026.
,,,MATMUT & CO,,,,66 RUE DE SOTTEVILLE,ROUEN,76100,Seine-Maritime,Normandie,,assurance_non_vie,Matmut,487597510,,,unknown,Sources: acpr_xlsx_2026.
,,,IPRIAC,,,,4  RUE GEORGES PICQUART,PARIS,75017,Paris,Ile-de-France,,institution_prevoyance,,400013306,,,unknown,Sources: acpr_xlsx_2026.
,,,APICIL MUTUELLE,,,,51 BOULEVARD MARIUS VIVIER-MERLE,LYON,69003,Rhone,Auvergne-Rhone-Alpes,,mutuelle,Apicil,302927553,,,unknown,Sources: acpr_xlsx_2026.
,,,SOLUCIA PROTECTION JURIDIQUE,,,,111 AVENUE DE FRANCE,PARIS,75013,Paris,Ile-de-France,,assurance_non_vie,,481997708,,,unknown,Sources: acpr_xlsx_2026.
,,,MILLEIS VIE,,,,2 à 22 PLACE DES VINS DE FRANCE,PARIS,75012,Paris,Ile-de-France,,assurance_vie,,384532172,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE MARE GAILLARD,,,,SECTION BERNARD,LE GOSIER (GUADELOUPE),97190,Guadeloupe,Guadeloupe,,mutuelle,,314559451,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE NATIONALE DES PERSONNELS AIR FRANCE,,,,BATIMENT URANUS 3 PLACE DE LONDRES CS 11692 TREMBLAY-EN-FRANCE,ROISSY CH. DE GAULLE CEDEX,95725,Val-d'Oise,Ile-de-France,,mutuelle,,379718653,,,unknown,Sources: acpr_xlsx_2026.
,,,UNION DE REASSURANCE MUTUALIA,,,,19 RUE DE PARIS LUMINEM,BOBIGNY,93000,Seine-Saint-Denis,Ile-de-France,,reassurance,,434887386,,,unknown,Sources: acpr_xlsx_2026.
,,,UNION DES MUTUELLES D ASSURANCES MONCEAU,,,,36 A 38  RUE DE SAINT PETERSBOURG,PARIS,75008,Paris,Ile-de-France,,assurance_non_vie,,784338717,,,unknown,Sources: acpr_xlsx_2026.
,,,RETRAITE SUPPLEMENTAIRE BANQUE POPULAIRE,,,,22 RUE DU CHATEAU,NEUILLY SUR SEINE,92200,Hauts-de-Seine,Ile-de-France,,assurance_vie,,844697540,,,unknown,Sources: acpr_xlsx_2026.
,,,AXA ASSURANCES IARD MUTUELLE,,,,313 TERRASSES DE L ARCHE,NANTERRE CEDEX,92727,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,AXA,775699309,,,no,"Sources: acpr_xlsx_2026. AXA Assurances IARD Mutuelle - branche non-vie, pas d'allocation structures."
,,,L&J RE,,,,41 RUE MARTRE,CLICHY,92117,Hauts-de-Seine,Ile-de-France,,reassurance,,413178740,,,unknown,Sources: acpr_xlsx_2026.
,,,GAN OUTRE MER IARD,,,,8 A 10 RUE D ASTORG,PARIS,75008,Paris,Ile-de-France,,assurance_non_vie,,344877881,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DES PAYS DE VAUCLUSE,,,,16 RUE ALEXANDRE BLANC,AVIGNON,84000,Vaucluse,Provence-Alpes-Cote d'Azur,,mutuelle,,394535520,,,unknown,Sources: acpr_xlsx_2026.
,,,COMPLEVIE,,,,6 RUE SAINT NICOLAS,CAEN,14000,Calvados,Normandie,,mutuelle,,780716197,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE NATIONALE DES CONSTRUCTEURS ET ACCEDANTS A LA PROPRIETE,,,,5 RUE DOSNE,PARIS,75116,Paris,Ile-de-France,,mutuelle,,391398351,,,unknown,Sources: acpr_xlsx_2026.
,,,EUROMAF,,,,189 BOULEVARD MALESHERBES,PARIS CEDEX 17,75856,Paris,Ile-de-France,,assurance_non_vie,,429599509,,,unknown,Sources: acpr_xlsx_2026.
,,,SOLIMUT MUTUELLE PERSONNELS ORGANISMES SOCIAUX,,,,146 A  AVENUE DE TOULON,MARSEILLE,13010,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,mutuelle,,431282581,,,unknown,Sources: acpr_xlsx_2026.
,,,UNION INTER REGIONALE ET TECHNIQUE DES SOCIETES ETUDIANTES MUTUALISTES,,,,43 RUE JABOULAY,LYON CEDEX 07,69349,Rhone,Auvergne-Rhone-Alpes,,mutuelle,,330176413,,,unknown,Sources: acpr_xlsx_2026.
,,,LAMIE MUTUELLE,,,,18 RUE LEON JOUHAUX,PARIS CEDEX 10,75483,Paris,Ile-de-France,,mutuelle,,784647323,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE GENERALE DE PREVOYANCE DES CAISSES D'EPARGNE,,,,4-14 RUE FERRUS,PARIS,75014,Paris,Ile-de-France,,institution_prevoyance,,414696013,,,unknown,Sources: acpr_xlsx_2026.
,,,SOLIMUT MUTUELLE DU LACYDON,,,,1 RUE FRANCOIS MOISSON  MAISON DE LA MUTUALITE,MARSEILLE,13002,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,mutuelle,,782825343,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE INTERPROFESSIONNELLE LES MENAGES PREVOYANTS,,,,11 RUE ALBERT SARRAUT,VERSAILLES,78000,Yvelines,Ile-de-France,,mutuelle,,785151689,,,unknown,Sources: acpr_xlsx_2026.
,,,PLEYEL SANTE,,,,187 BOULEVARD ANATOLE FRANCE,SAINT DENIS,93200,Seine-Saint-Denis,Ile-de-France,,mutuelle,,784451569,,,unknown,Sources: acpr_xlsx_2026.
,,,LA MUTUELLE DE BAGNEAUX,,,,67 A 69 RUE DU GATINAIS,BAGNEAUX SUR LOING,77167,Seine-et-Marne,Ile-de-France,,mutuelle,,444205769,,,unknown,Sources: acpr_xlsx_2026.
,,,SOCIETE MUTUALISTE DES ETUDIANTS DE LA REGION ANTILLES GUYANE,,,,35 RUE SCHOELCHER,FORT DE FRANCE (MARTINIQUE),97200,Martinique,Martinique,,mutuelle,,402127146,,,unknown,Sources: acpr_xlsx_2026.
,,,GROUPEMENT DES PROPRIETAIRES  NAVIGANTS DU PORT D ETAPLES,,,,1 BIS BOULEVARD DE L'IMPERATRICE,ETAPLES,62630,Pas-de-Calais,Hauts-de-France,,assurance_non_vie,,620007799,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DASSAULT AVIATION BIARRITZ,,,,8 AVENUE MARCEL DASSAULT,ANGLET,64600,Pyrenees-Atlantiques,Nouvelle-Aquitaine,,mutuelle,,814904611,,,unknown,Sources: acpr_xlsx_2026.
,,,AMELLIS MUTUELLES,,,,8  RUE DE LA POYAT,SAINT CLAUDE,39200,Jura,Bourgogne-Franche-Comte,,mutuelle,,775597768,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE PREVIFRANCE,,,,80 RUE MATABIAU  BP 71269,TOULOUSE CEDEX 6,31012,Haute-Garonne,Occitanie,,mutuelle,,776950669,,,unknown,Sources: acpr_xlsx_2026.
,,,ARIAL CNP ASSURANCES,,,,32 AVENUE EMILE ZOLA,MONS EN BAROEUL,59370,Nord,Hauts-de-France,,assurance_vie,CNP Assurances,410241657,,,yes,Sources: acpr_xlsx_2026. CNP Assurances - large allocation aux titres structures dans le fonds general.
,,,NUOMA,,,,122 / 124 RUE DU FAUBOURG BANNIER,ORLEANS,45000,Loiret,Centre-Val de Loire,,mutuelle,,391346236,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DE POITIERS ASSURANCES,,,,LIEU DIT BOIS DU FIEF CLAIRET BP 80000,POITIERS CEDEX 9,86066,Vienne,Nouvelle-Aquitaine,,assurance_non_vie,,775715683,,,unknown,Sources: acpr_xlsx_2026.
,,,CARMA,,,,ZAE Saint Guénault 1 Rue Jean Mermoz,EVRY-COURCOURONNES,91000,Essonne,Ile-de-France,,assurance_non_vie,,330598616,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE FAMILIALE DE LA REUNION,,,,112 TER AVENUE PIERRE MENDES FRANCE,SAINTE SUZANNE (REUNION),97441,La Reunion,La Reunion,,mutuelle,,388213712,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DES ETUDIANTS DE PROVENCE,,,,10 RUE LEON PAULET  CS 40042,MARSEILLE CEDEX 08,13417,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,mutuelle,,782814826,,,unknown,Sources: acpr_xlsx_2026.
,,,THELEM PREVOYANCE,,,,LE CROC,CHECY,45430,Loiret,Centre-Val de Loire,,assurance_mixte,,539477059,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE REGIONALE D ASSURANCES MUTUELLES AGRICOLES BRETAGNE-PAYS DE LA LOIRE,,,,23 BOULEVARD SOLFÉRINO  CS 51209,RENNES CEDEX,35012,Ille-et-Vilaine,Bretagne,,assurance_non_vie,,383844693,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DES CHAMBRES DE COMMERCE ET D INDUSTRIE,,,,26 RUE FORTUNY,PARIS,75017,Paris,Ile-de-France,,mutuelle,,784718355,,,unknown,Sources: acpr_xlsx_2026.
,,,BPCE IARD,,,,CHABAN,CHAURAY,79180,Deux-Sevres,Nouvelle-Aquitaine,,assurance_non_vie,,401380472,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE DES ORGANISMES SOCIAUX,,,,10 RUE JEAN GIONO IMMEUBLE NEPTUNE CS 76714,DIJON,21067,Cote-d'Or,Bourgogne-Franche-Comte,,mutuelle,,778213678,,,unknown,Sources: acpr_xlsx_2026.
,,,ALLIANZ IARD,,,,1 COURS  MICHELET  CS 30051,PARIS LA DEFENSE CEDEX,92076,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,Allianz,542110291,210,,no,Sources: acpr_xlsx_2026. Aucun mot-cle structures detecte dans le SFCR
,,,MUTUELLE ASSURANCE DES COMMERCANTS  ET INDUSTRIELS DE FRANCE ET DES CADRES ET SALARIES DE L INDUSTRIE ET DU COMMERCE,,,,1 RUE JACQUES VANDIER,NIORT CEDEX 9,79037,Deux-Sevres,Nouvelle-Aquitaine,,assurance_non_vie,,781452511,,,unknown,Sources: acpr_xlsx_2026.
,,,PRIMA,,,,37 BOULEVARD BRUNE,PARIS CEDEX 14,75680,Paris,Ile-de-France,,assurance_non_vie,,333193795,,,unknown,Sources: acpr_xlsx_2026.
,,,JUST,,,,53 AVENUE DE VERDUN  BP 30259,VALENCIENNES CEDEX,59306,Nord,Hauts-de-France,,mutuelle,,783864150,,,unknown,Sources: acpr_xlsx_2026.
,,,MUTUELLE MIEUX-ETRE,,,,171 AVENUE LEDRU ROLLIN,PARIS,75011,Paris,Ile-de-France,,mutuelle,,775659907,,,unknown,Sources: acpr_xlsx_2026.
,,,PAVILLON PREVOYANCE,,,,90 AVENUE THIERS,BORDEAUX,33072,Gironde,Nouvelle-Aquitaine,,assurance_mixte,,442978086,,,unknown,Sources: acpr_xlsx_2026.
,,,PORTMAN INSURANCE  SE,,,,61 RUE MSTISLAV ROSTROPOVITCH,PARIS,75017,Paris,Ile-de-France,,assurance_non_vie,,834297749,,,unknown,Sources: acpr_xlsx_2026.
,,,CNP ASSURANCES,,,,4 promenade Cœur de Ville,ISSY-LES-MOULINEAUX,92130,Hauts-de-Seine,Ile-de-France,,assurance_mixte,CNP Assurances,341737062,,,yes,Sources: acpr_xlsx_2026. CNP Assurances - large allocation aux titres structures dans le fonds general.
,,,"SOCIETE MUTUALISTE D ENTREPRISE KSB, BERRY FONDERIE, NEUVY MOTORS & ESPA",,,,ALLEE DE SAGAN  BP 189,CHATEAUROUX CEDEX,36004,Indre,Centre-Val de Loire,,mutuelle,,443801261,,,unknown,Sources: acpr_xlsx_2026.
,,,AM-GMF,,,,148 RUE ANATOLE FRANCE,LEVALLOIS PERRET,92300,Hauts-de-Seine,Ile-de-France,,assurance_non_vie,,775691140,,,unknown,Sources: acpr_xlsx_2026.
,,,MAAF VIE,,,,CHABAN,CHAURAY,79180,Deux-Sevres,Nouvelle-Aquitaine,,assurance_vie,Covea,337804819,,,yes,Sources: acpr_xlsx_2026. MAAF Vie (Covea) - allocation limitee mais existante.
,,,SAINT-CHRISTOPHE PREVOYANCE,,,,277 RUE SAINT JACQUES,PARIS CEDEX 05,75256,Paris,Ile-de-France,,assurance_mixte,,399227404,,,unknown,Sources: acpr_xlsx_2026.
,,,CAISSE D ACTION SOCIALE DU PERSONNEL DES FINANCES DU HAUT RHIN,,,,6 RUE BRUAT,COLMAR,68000,Haut-Rhin,Grand Est,,mutuelle,,444369839,,,unknown,Sources: acpr_xlsx_2026.
